Source,Target,Type
1304803,1028493,Undirected
1304803,1177367,Undirected
1907548,1510941,Undirected
1907548,1585395,Undirected
1907548,1611414,Undirected
1907548,1924855,Undirected
1907548,2044243,Undirected
1907548,2052766,Undirected
1907548,1054952,Undirected
1907548,2092279,Undirected
1907548,1167405,Undirected
1907548,1198028,Undirected
1907548,2095805,Undirected
1907548,2186915,Undirected
1907548,1230371,Undirected
1907548,1984059,Undirected
1907548,1346608,Undirected
1907548,1317068,Undirected
1907548,1599925,Undirected
1131534,2063006,Undirected
1131534,1148138,Undirected
1131534,2000324,Undirected
1131534,1898397,Undirected
1131534,1008440,Undirected
1131534,1148901,Undirected
1131534,1209878,Undirected
1131534,1907116,Undirected
1131534,1097912,Undirected
1131534,2060594,Undirected
1131534,1957928,Undirected
1131534,2068887,Undirected
1131534,1703984,Undirected
1131534,1712137,Undirected
1131534,1737378,Undirected
1131534,1667036,Undirected
1131534,1398603,Undirected
1874613,1471758,Undirected
1874613,1933066,Undirected
1874613,1423862,Undirected
1874613,1315037,Undirected
1874613,1517039,Undirected
1874613,1497891,Undirected
1874613,1258119,Undirected
1874613,1081130,Undirected
1874613,1217092,Undirected
1874613,1703036,Undirected
1874613,1701666,Undirected
1874613,2155984,Undirected
1874613,1725697,Undirected
1874613,1793897,Undirected
1874613,1093702,Undirected
1874613,1156325,Undirected
1874613,1865982,Undirected
1874613,1281048,Undirected
1759157,2053589,Undirected
1759157,1471778,Undirected
1759157,1144533,Undirected
1759157,1607930,Undirected
1759157,1738428,Undirected
1759157,1471705,Undirected
1759157,1795742,Undirected
1759157,2181203,Undirected
1759157,1241845,Undirected
1759157,1170582,Undirected
1759157,2187358,Undirected
1759157,1835212,Undirected
1759157,1957928,Undirected
1759157,2038849,Undirected
1759157,1631715,Undirected
1759157,2158370,Undirected
1759157,1739167,Undirected
1759157,1701713,Undirected
1759157,1176459,Undirected
1759157,1961262,Undirected
2120503,1747894,Undirected
2120503,1340834,Undirected
2120503,1547052,Undirected
2120503,1204385,Undirected
2120503,1725539,Undirected
2120503,1486222,Undirected
2120503,1130522,Undirected
2120503,1191722,Undirected
2120503,1686241,Undirected
2120503,1732385,Undirected
2120503,1603012,Undirected
2120503,1232748,Undirected
2120503,1712137,Undirected
2120503,2191988,Undirected
2120503,2130182,Undirected
2060594,1193723,Undirected
2060594,1514551,Undirected
2060594,1997601,Undirected
2060594,1373556,Undirected
2060594,1294198,Undirected
2060594,1015559,Undirected
2060594,2000396,Undirected
2060594,1842060,Undirected
2060594,1128174,Undirected
2060594,1217092,Undirected
2060594,2047827,Undirected
2187358,1167685,Undirected
2187358,1840066,Undirected
2187358,1606001,Undirected
2187358,2082361,Undirected
2187358,2137219,Undirected
2187358,1719700,Undirected
2187358,1807697,Undirected
2187358,1421027,Undirected
2187358,1680227,Undirected
2187358,1415049,Undirected
2187358,1141138,Undirected
1849683,1815731,Undirected
1849683,1611414,Undirected
1849683,1346608,Undirected
1849683,1547291,Undirected
1849683,1008584,Undirected
1849683,1015559,Undirected
1849683,1334839,Undirected
1849683,1748246,Undirected
1849683,1030709,Undirected
1849683,2095805,Undirected
1849683,1149738,Undirected
1849683,2155984,Undirected
1849683,1319832,Undirected
1849683,1689490,Undirected
1849683,2011647,Undirected
1849683,1961262,Undirected
1984360,1414958,Undirected
1984360,1298937,Undirected
1984360,1933066,Undirected
1984360,1667036,Undirected
1984360,1581253,Undirected
1984360,1012292,Undirected
1984360,1793897,Undirected
1984360,1971190,Undirected
1984360,1087991,Undirected
1984360,1748575,Undirected
1984360,1050563,Undirected
1984360,1163000,Undirected
1984360,1406067,Undirected
1984360,1840783,Undirected
1984360,1232874,Undirected
1088398,1543191,Undirected
1088398,1162473,Undirected
1088398,1779005,Undirected
1088398,2086325,Undirected
1088398,1846078,Undirected
1088398,1716953,Undirected
1088398,1703984,Undirected
1088398,2038849,Undirected
1088398,1414958,Undirected
1088398,1729215,Undirected
1088398,1469365,Undirected
1088398,1646923,Undirected
1088398,1119495,Undirected
1088398,1101046,Undirected
1265347,2093436,Undirected
1265347,1780789,Undirected
1265347,1212864,Undirected
1265347,1637136,Undirected
1265347,2086593,Undirected
1265347,1360419,Undirected
1265347,1376840,Undirected
1265347,1793897,Undirected
1265347,1299738,Undirected
1265347,1040517,Undirected
1265347,2169231,Undirected
1265347,1131979,Undirected
1265347,2160372,Undirected
1265347,1333730,Undirected
1265347,2054042,Undirected
1265347,2000396,Undirected
1265347,1408135,Undirected
1265347,1197704,Undirected
1265347,1140186,Undirected
1265347,2105059,Undirected
1265347,1890890,Undirected
1165207,1168893,Undirected
1165207,1345380,Undirected
1165207,1831481,Undirected
1165207,1920196,Undirected
1165207,1275926,Undirected
1165207,1703036,Undirected
1165207,1493401,Undirected
1165207,1362420,Undirected
1165207,2181203,Undirected
1165207,1795623,Undirected
1165207,1182124,Undirected
1165207,2112232,Undirected
1165207,1119486,Undirected
1165207,1389612,Undirected
1165207,1491680,Undirected
1589658,1230371,Undirected
1589658,1037189,Undirected
1589658,1514551,Undirected
1589658,1080515,Undirected
1589658,1791609,Undirected
1589658,1362420,Undirected
1589658,1631715,Undirected
1589658,1348642,Undirected
1589658,1174923,Undirected
1589658,1099282,Undirected
1589658,1842060,Undirected
1589658,1510941,Undirected
1589658,1876432,Undirected
1589658,1631428,Undirected
1589658,1297452,Undirected
1589658,1948038,Undirected
1589658,1097912,Undirected
1589658,1904812,Undirected
1589658,1530331,Undirected
1271509,1514551,Undirected
1271509,1771191,Undirected
1271509,1806371,Undirected
1271509,1108175,Undirected
1271509,2060915,Undirected
1271509,1620428,Undirected
1271509,1991556,Undirected
1271509,1087991,Undirected
1271509,2123575,Undirected
1271509,1411371,Undirected
1271509,1483150,Undirected
1242875,1204882,Undirected
1242875,1654182,Undirected
1242875,1725697,Undirected
1242875,1481513,Undirected
1242875,1956901,Undirected
1242875,1631428,Undirected
1242875,1488019,Undirected
1242875,1907437,Undirected
1242875,1541035,Undirected
1242875,1582671,Undirected
1242875,1618619,Undirected
1242875,1265369,Undirected
1242875,1153046,Undirected
1242875,1712573,Undirected
1242875,1431473,Undirected
1242875,1212864,Undirected
1242875,2084835,Undirected
1242875,1815874,Undirected
1242875,1122305,Undirected
1242875,1287953,Undirected
1242875,1389612,Undirected
1537508,1094834,Undirected
1537508,1592834,Undirected
1537508,1374867,Undirected
1537508,1804800,Undirected
1537508,1607930,Undirected
1537508,1615033,Undirected
1537508,1282888,Undirected
1537508,1737656,Undirected
1537508,1397975,Undirected
1537508,1197704,Undirected
1537508,1564860,Undirected
1537508,1012292,Undirected
1537508,1230818,Undirected
1581253,1931683,Undirected
1581253,1753775,Undirected
1581253,1607930,Undirected
1581253,1238182,Undirected
1581253,1173495,Undirected
1581253,1111678,Undirected
1581253,1488352,Undirected
1581253,1483150,Undirected
1581253,1515577,Undirected
1581253,2181203,Undirected
1581253,1918795,Undirected
1581253,2011045,Undirected
1581253,1392009,Undirected
1581253,1888812,Undirected
1581253,1990692,Undirected
1581253,1930830,Undirected
1581253,1369164,Undirected
1631584,1739167,Undirected
1631584,2015689,Undirected
1631584,2000451,Undirected
1631584,1453105,Undirected
1631584,2031144,Undirected
1631584,1545854,Undirected
1631584,1408135,Undirected
1631584,1582368,Undirected
1631584,1625838,Undirected
1631584,1997601,Undirected
1631584,1984059,Undirected
1631584,1577688,Undirected
1631584,1670886,Undirected
1631584,1748165,Undirected
1796437,1200717,Undirected
1796437,2140379,Undirected
1796437,1879822,Undirected
1796437,1202595,Undirected
1796437,1597007,Undirected
1796437,1087991,Undirected
1796437,1543191,Undirected
1796437,1721523,Undirected
1796437,1022353,Undirected
1796437,1392388,Undirected
1796437,2007967,Undirected
1796437,1747507,Undirected
1796437,1197704,Undirected
1796437,2069630,Undirected
1796437,1198028,Undirected
1687178,1569396,Undirected
1687178,1868249,Undirected
1687178,1919773,Undirected
1687178,1452402,Undirected
1687178,1579661,Undirected
1687178,1345566,Undirected
1687178,1178774,Undirected
1687178,1376521,Undirected
1687178,1884731,Undirected
1687178,1646923,Undirected
1687178,1755148,Undirected
1687178,1493401,Undirected
1687178,1420952,Undirected
1687178,1648677,Undirected
1687178,1264879,Undirected
1687178,1488019,Undirected
1687178,1488565,Undirected
1294789,1472602,Undirected
1294789,1306730,Undirected
1294789,1366638,Undirected
1294789,1687024,Undirected
1294789,1232874,Undirected
1294789,1376521,Undirected
1294789,1453436,Undirected
1294789,1349457,Undirected
1294789,2137700,Undirected
1294789,1981790,Undirected
1294789,2031144,Undirected
1294789,1334093,Undirected
1294789,1546931,Undirected
1294789,2017769,Undirected
1294789,1471778,Undirected
1294789,1934261,Undirected
1539980,1514551,Undirected
1539980,1097951,Undirected
1539980,2047827,Undirected
1539980,1130522,Undirected
1539980,1731818,Undirected
1539980,2153038,Undirected
1539980,1735708,Undirected
1539980,1391659,Undirected
1539980,1332179,Undirected
1539980,1600228,Undirected
1539980,1281713,Undirected
1539980,1411313,Undirected
1539980,1975936,Undirected
1539980,1406067,Undirected
1539980,1351019,Undirected
1539980,1529026,Undirected
1539980,1934261,Undirected
1618619,1948038,Undirected
1618619,1208424,Undirected
1618619,2084835,Undirected
1618619,1967937,Undirected
1618619,1391659,Undirected
1618619,1411313,Undirected
1618619,1747095,Undirected
1618619,1213307,Undirected
1618619,1900630,Undirected
1618619,1682816,Undirected
1618619,1481513,Undirected
1618619,1725697,Undirected
1618619,1450343,Undirected
1618619,1004006,Undirected
1618619,1765421,Undirected
1618619,1013717,Undirected
1618619,1345380,Undirected
1618619,1544108,Undirected
1618619,1943540,Undirected
1618619,2086325,Undirected
1187887,1745978,Undirected
1187887,2080950,Undirected
1187887,1264879,Undirected
1187887,2073956,Undirected
1187887,1975772,Undirected
1187887,1306730,Undirected
1187887,1753409,Undirected
1187887,1812792,Undirected
1187887,1670886,Undirected
1187887,1397975,Undirected
1187887,2039082,Undirected
1187887,2137700,Undirected
1187887,1861518,Undirected
1187887,1158926,Undirected
1187887,1420952,Undirected
1187887,1133740,Undirected
1403130,1093617,Undirected
1403130,1327759,Undirected
1403130,1606001,Undirected
1403130,1068855,Undirected
1403130,1844522,Undirected
1403130,2067576,Undirected
1403130,1092657,Undirected
1403130,1662444,Undirected
1233776,1401489,Undirected
1233776,1061373,Undirected
1233776,2088139,Undirected
1233776,1319832,Undirected
1233776,1881393,Undirected
1233776,1299738,Undirected
1233776,1488565,Undirected
1233776,1615033,Undirected
1233776,1436288,Undirected
1233776,2086593,Undirected
1233776,1918795,Undirected
1233776,1200863,Undirected
1233776,1712137,Undirected
1233776,1577688,Undirected
1233776,2012528,Undirected
1233776,1101371,Undirected
1233776,1582368,Undirected
1233776,1820520,Undirected
1233776,2081434,Undirected
1233776,1101420,Undirected
1761113,1746262,Undirected
1761113,1710550,Undirected
1761113,1840783,Undirected
1761113,1285249,Undirected
1761113,1846078,Undirected
1761113,1823731,Undirected
1761113,2011045,Undirected
1761113,1074135,Undirected
1761113,1135231,Undirected
1761113,1181500,Undirected
1761113,1351142,Undirected
1761113,1810050,Undirected
1761113,1500549,Undirected
1761113,1468616,Undirected
1761113,1541739,Undirected
1761113,1162646,Undirected
1761113,2054042,Undirected
1761113,1840066,Undirected
1761113,1888812,Undirected
1761113,1488019,Undirected
1761113,1555238,Undirected
1761113,1735708,Undirected
1761113,1815874,Undirected
1761113,1583197,Undirected
1332803,2032903,Undirected
1332803,1465267,Undirected
1332803,1649297,Undirected
1332803,1238239,Undirected
1332803,1791319,Undirected
1332803,1310845,Undirected
1332803,1658169,Undirected
1332803,2000451,Undirected
1332803,1355995,Undirected
1332803,2013164,Undirected
1332803,1102442,Undirected
1332803,2118121,Undirected
1332803,1366638,Undirected
1332803,1093617,Undirected
1332803,1212864,Undirected
1332803,2139257,Undirected
1332803,1275871,Undirected
1332803,1996227,Undirected
1332803,1812792,Undirected
2035613,1975936,Undirected
2035613,2114910,Undirected
2035613,1212864,Undirected
2035613,2052657,Undirected
2035613,1031586,Undirected
2035613,2150594,Undirected
2035613,1483111,Undirected
2035613,1997601,Undirected
2035613,1334093,Undirected
2035613,1153046,Undirected
2035613,1078798,Undirected
2035613,1119486,Undirected
2035613,1160275,Undirected
1974551,1631428,Undirected
1974551,2080950,Undirected
1974551,1210370,Undirected
1974551,1176459,Undirected
1974551,1799163,Undirected
1974551,1299738,Undirected
1974551,1608739,Undirected
1974551,1366638,Undirected
1974551,1313029,Undirected
1974551,2039082,Undirected
1974551,1616727,Undirected
1974551,2031265,Undirected
1974551,1831253,Undirected
1974551,1181500,Undirected
1974551,2130182,Undirected
1974551,1375110,Undirected
1974551,1170582,Undirected
1974551,1524799,Undirected
1974551,1685264,Undirected
1974551,1638255,Undirected
1015559,1847783,Undirected
1015559,2000396,Undirected
1015559,2153038,Undirected
1015559,2143747,Undirected
1015559,1967937,Undirected
1015559,1125378,Undirected
1015559,1126570,Undirected
1015559,1179100,Undirected
1015559,2139595,Undirected
1015559,1493401,Undirected
1015559,1103614,Undirected
1015559,1174923,Undirected
1015559,2130182,Undirected
1015559,1823731,Undirected
1015559,2173730,Undirected
1015559,1747507,Undirected
1015559,1752925,Undirected
1015559,1712065,Undirected
1015559,1978005,Undirected
1015559,1882708,Undirected
1756068,1847783,Undirected
1756068,1986493,Undirected
1756068,1888812,Undirected
1756068,1281713,Undirected
1756068,1771191,Undirected
1756068,2114910,Undirected
1756068,1754531,Undirected
1756068,1144533,Undirected
1756068,1232859,Undirected
1756068,1981790,Undirected
1756068,1162646,Undirected
1756068,1401489,Undirected
1756068,2049261,Undirected
1756068,1208345,Undirected
1756068,2015689,Undirected
1756068,2112232,Undirected
1756068,1544108,Undirected
1756068,1152532,Undirected
1756068,2086325,Undirected
1758790,1289129,Undirected
1758790,1585395,Undirected
1758790,1762484,Undirected
1758790,1599956,Undirected
1758790,1174923,Undirected
1758790,2169143,Undirected
1758790,2011045,Undirected
1758790,1708594,Undirected
1758790,1128196,Undirected
1758790,2086593,Undirected
1758790,1308982,Undirected
1758790,2155984,Undirected
1758790,1884731,Undirected
1758790,1787998,Undirected
1758790,1717867,Undirected
1758790,2170423,Undirected
1758790,2081434,Undirected
1758790,1530331,Undirected
1856399,2089260,Undirected
1856399,1904812,Undirected
1856399,1310845,Undirected
1856399,1831253,Undirected
1856399,1013431,Undirected
1856399,1204882,Undirected
1856399,1299738,Undirected
1856399,1617497,Undirected
1856399,1863423,Undirected
1856399,1156325,Undirected
1856399,1971190,Undirected
1856399,1646923,Undirected
1856399,2063763,Undirected
1856399,2094309,Undirected
1856399,1401489,Undirected
1856399,1030709,Undirected
1856399,1794002,Undirected
1856399,1995184,Undirected
1856399,1747507,Undirected
1856399,1426610,Undirected
1285681,1513399,Undirected
1285681,1237604,Undirected
1285681,1868753,Undirected
1285681,2130182,Undirected
1285681,1735708,Undirected
1285681,1488352,Undirected
1285681,1649297,Undirected
1285681,1168893,Undirected
1285681,1149823,Undirected
1285681,1232874,Undirected
1285681,1808237,Undirected
1285681,1232748,Undirected
1285681,1493401,Undirected
1285681,1420952,Undirected
1285681,1573361,Undirected
1285681,1397975,Undirected
1285681,1890890,Undirected
1514702,1147450,Undirected
1514702,1717328,Undirected
1514702,2075823,Undirected
1514702,1481788,Undirected
1514702,1008584,Undirected
1514702,1564860,Undirected
1514702,1471778,Undirected
1514702,1638260,Undirected
1514702,1737656,Undirected
1514702,1244243,Undirected
1514702,1842301,Undirected
1514702,1158926,Undirected
1514702,1125782,Undirected
1514702,1780755,Undirected
1514702,1468478,Undirected
1514702,1182139,Undirected
1514702,1762520,Undirected
1932547,1101371,Undirected
1932547,1162646,Undirected
1932547,1536503,Undirected
2044243,1729215,Undirected
2044243,1881393,Undirected
2044243,1804800,Undirected
2044243,1167405,Undirected
2044243,1317068,Undirected
2044243,1530331,Undirected
2044243,1603012,Undirected
2044243,1118017,Undirected
2044243,1101046,Undirected
2044243,1997601,Undirected
2044243,1265369,Undirected
2044243,1415732,Undirected
2044243,1745978,Undirected
2044243,1371959,Undirected
2044243,1513399,Undirected
1931683,1042425,Undirected
1931683,1648677,Undirected
1931683,1896069,Undirected
1931683,1078718,Undirected
1931683,2187005,Undirected
1931683,2092279,Undirected
1931683,1126482,Undirected
1931683,1810050,Undirected
1931683,1032975,Undirected
1931683,1219898,Undirected
1931683,1908779,Undirected
1931683,1013717,Undirected
1931683,1729215,Undirected
1931683,1232874,Undirected
1238182,1101420,Undirected
1238182,1040750,Undirected
1238182,2043007,Undirected
1238182,2063763,Undirected
1238182,1074135,Undirected
1238182,1419182,Undirected
1238182,1217092,Undirected
1238182,2093436,Undirected
1238182,1119495,Undirected
1238182,1875859,Undirected
1238182,1734553,Undirected
1238182,1576142,Undirected
1238182,1162646,Undirected
1238182,1355022,Undirected
1238182,1569396,Undirected
1238182,1517039,Undirected
1238182,1483150,Undirected
1900630,1840066,Undirected
1900630,1373556,Undirected
1900630,1745978,Undirected
1900630,2076878,Undirected
1900630,2048772,Undirected
1900630,1842060,Undirected
1900630,2086593,Undirected
1900630,1825044,Undirected
1900630,1999852,Undirected
1900630,1820513,Undirected
1900630,1600228,Undirected
1900630,1525555,Undirected
1900630,1943540,Undirected
1971190,1377722,Undirected
1971190,1181500,Undirected
1971190,2031953,Undirected
1971190,1000936,Undirected
1971190,1237604,Undirected
1971190,1340834,Undirected
1971190,1652033,Undirected
1971190,1702188,Undirected
1971190,2021711,Undirected
1971190,1646923,Undirected
1971190,1355995,Undirected
1971190,1986625,Undirected
1971190,1149823,Undirected
1971190,1407777,Undirected
1971190,1908779,Undirected
1971190,2067576,Undirected
1971190,1176054,Undirected
1148901,2160372,Undirected
1148901,1975936,Undirected
1148901,1529026,Undirected
1148901,2030598,Undirected
1148901,2132166,Undirected
1148901,1753775,Undirected
1148901,1901069,Undirected
1148901,1125378,Undirected
1148901,1078999,Undirected
1148901,1144069,Undirected
1148901,1097951,Undirected
1148901,1176459,Undirected
1148901,2030105,Undirected
1148901,1281048,Undirected
1956901,1729215,Undirected
1956901,1888504,Undirected
1956901,2127503,Undirected
1956901,1991556,Undirected
1956901,1627979,Undirected
1956901,1128196,Undirected
1956901,1122305,Undirected
1956901,2024861,Undirected
1956901,2047827,Undirected
1956901,1842060,Undirected
1956901,1626132,Undirected
1956901,2189435,Undirected
1956901,1625688,Undirected
1956901,2031535,Undirected
1956901,1649297,Undirected
1956901,1844522,Undirected
1956901,1078999,Undirected
1956901,2187005,Undirected
1956901,1389612,Undirected
1004427,1721523,Undirected
1004427,1780755,Undirected
1004427,1463185,Undirected
1004427,1306730,Undirected
1004427,1022353,Undirected
1004427,1672317,Undirected
1004427,1043233,Undirected
1004427,1221977,Undirected
1004427,2018925,Undirected
1004427,1850440,Undirected
1004427,1421203,Undirected
1004427,1308631,Undirected
1004427,1407777,Undirected
1004427,1717867,Undirected
1004427,2081434,Undirected
1004427,2000324,Undirected
1004427,1198028,Undirected
1004427,2125962,Undirected
1871527,1981790,Undirected
1871527,1208424,Undirected
1871527,2118064,Undirected
1871527,1747507,Undirected
1871527,2190522,Undirected
1871527,1769750,Undirected
1871527,1050563,Undirected
1871527,1733203,Undirected
1871527,1415049,Undirected
1871527,1030565,Undirected
1871527,1670886,Undirected
1871527,2140534,Undirected
1871527,1008440,Undirected
1871527,2179423,Undirected
1871527,1978005,Undirected
1342809,1008584,Undirected
1342809,1793897,Undirected
1342809,1985586,Undirected
1342809,1703984,Undirected
1342809,1154412,Undirected
1342809,1658169,Undirected
1342809,1285829,Undirected
1342809,1694703,Undirected
1342809,1571011,Undirected
1342809,1064345,Undirected
1342809,2098118,Undirected
1342809,1655347,Undirected
2000451,1078798,Undirected
2000451,2021711,Undirected
2000451,2052766,Undirected
2000451,1445053,Undirected
2000451,1345566,Undirected
2000451,1834174,Undirected
2000451,1037189,Undirected
2000451,1108175,Undirected
2000451,1599956,Undirected
2000451,1693469,Undirected
2000451,1702188,Undirected
2000451,1650216,Undirected
2000451,1535505,Undirected
2000451,1121415,Undirected
2000451,2178853,Undirected
2000451,2063006,Undirected
2000451,1823887,Undirected
2000451,1890890,Undirected
1419182,1853352,Undirected
1419182,1411313,Undirected
1419182,2149394,Undirected
1419182,2128120,Undirected
1419182,2139595,Undirected
1419182,1200717,Undirected
1419182,1229617,Undirected
1419182,1308982,Undirected
1419182,2118121,Undirected
1419182,2145287,Undirected
1419182,1093702,Undirected
1419182,2170978,Undirected
1419182,1144069,Undirected
1419182,1140186,Undirected
1419182,1385524,Undirected
1419182,1281048,Undirected
1419182,1995593,Undirected
1310845,1447309,Undirected
1310845,1534279,Undirected
1310845,1369164,Undirected
1310845,1232859,Undirected
1310845,1765998,Undirected
1310845,1289323,Undirected
1310845,1728011,Undirected
1310845,1884731,Undirected
1310845,1102442,Undirected
1310845,1282888,Undirected
1310845,1631346,Undirected
1310845,1386088,Undirected
1310845,1791609,Undirected
1310845,1311023,Undirected
1310845,1287953,Undirected
1310845,1718826,Undirected
1842060,1319832,Undirected
1842060,1287953,Undirected
1842060,1453105,Undirected
1842060,1536503,Undirected
1842060,2145287,Undirected
1842060,1529026,Undirected
1842060,1246023,Undirected
1842060,1102392,Undirected
1842060,1447080,Undirected
1842060,1282888,Undirected
1842060,1561258,Undirected
1842060,1333730,Undirected
1842060,1177367,Undirected
1842060,1566913,Undirected
1842060,1762520,Undirected
1835212,1471778,Undirected
1835212,1725539,Undirected
1835212,1582671,Undirected
1835212,1345380,Undirected
1835212,1693988,Undirected
1835212,1566531,Undirected
1835212,1702049,Undirected
1835212,2175553,Undirected
1835212,1497891,Undirected
1835212,1810050,Undirected
1835212,1313029,Undirected
1835212,1075644,Undirected
1835212,2186915,Undirected
1835212,1158926,Undirected
1835212,1697245,Undirected
1835212,1130522,Undirected
1835212,1617497,Undirected
1835212,1831481,Undirected
1835212,1685264,Undirected
1835212,1611264,Undirected
2151879,2010805,Undirected
2151879,1525555,Undirected
2151879,1463185,Undirected
2151879,1600228,Undirected
2151879,1177561,Undirected
2151879,1281713,Undirected
2151879,1747507,Undirected
2151879,1781497,Undirected
2151879,1210370,Undirected
2151879,2137884,Undirected
2151879,1654182,Undirected
2151879,1884731,Undirected
2151879,1573315,Undirected
2151879,1854340,Undirected
2151879,2190522,Undirected
1378130,1200717,Undirected
1378130,1650216,Undirected
1378130,1918740,Undirected
1378130,2032903,Undirected
1378130,2028792,Undirected
1378130,2160030,Undirected
1378130,1514551,Undirected
1378130,1918795,Undirected
1378130,2169143,Undirected
1378130,1319501,Undirected
1378130,1604008,Undirected
1378130,1755148,Undirected
1378130,1924855,Undirected
1378130,1294198,Undirected
1378130,1101046,Undirected
1378130,1555238,Undirected
1378130,1828434,Undirected
1378130,1583197,Undirected
1632092,1586157,Undirected
1632092,2075823,Undirected
1632092,1985586,Undirected
1632092,1241845,Undirected
1632092,1729341,Undirected
1632092,1833991,Undirected
1632092,2123575,Undirected
1632092,1610775,Undirected
1632092,1650010,Undirected
1632092,1148138,Undirected
1319501,1177561,Undirected
1319501,2095805,Undirected
1319501,2068887,Undirected
1319501,2012662,Undirected
1319501,1573361,Undirected
1319501,1731818,Undirected
1319501,1282888,Undirected
1319501,2118121,Undirected
1319501,1371959,Undirected
1319501,1686241,Undirected
1319501,2101492,Undirected
1319501,1327759,Undirected
1319501,1483111,Undirected
1319501,1193723,Undirected
1319501,1319832,Undirected
1319501,1712065,Undirected
1319501,2011647,Undirected
1319501,2000324,Undirected
1238239,1978005,Undirected
1238239,1176459,Undirected
1238239,1712216,Undirected
1238239,1546931,Undirected
1238239,1392135,Undirected
1238239,1670886,Undirected
1238239,1801023,Undirected
1238239,2090907,Undirected
1238239,1820513,Undirected
1238239,1924855,Undirected
1238239,1543191,Undirected
1238239,1377722,Undirected
1238239,1325815,Undirected
1238239,1177561,Undirected
1238239,1374867,Undirected
1238239,1391659,Undirected
1238239,1298937,Undirected
1238239,1956036,Undirected
2000570,1995593,Undirected
2000570,1904036,Undirected
2000570,1771191,Undirected
2000570,1781497,Undirected
2000570,2098579,Undirected
2000570,2044224,Undirected
2000570,1524799,Undirected
2000570,1081414,Undirected
2000570,1376521,Undirected
2000570,1221712,Undirected
2000570,2177114,Undirected
2000570,2068887,Undirected
2000570,1511687,Undirected
2000570,2127503,Undirected
2000570,1957069,Undirected
2000570,1718826,Undirected
1342373,1471758,Undirected
1342373,1520341,Undirected
1342373,1701713,Undirected
1342373,2140379,Undirected
1342373,1820513,Undirected
1342373,1074135,Undirected
1342373,1801356,Undirected
1342373,1853352,Undirected
1342373,1360419,Undirected
1342373,1265369,Undirected
1342373,2177114,Undirected
1342373,1481788,Undirected
1342373,1726534,Undirected
1342373,1762484,Undirected
1342373,1573315,Undirected
1342373,1141138,Undirected
1342373,1085083,Undirected
1342373,1802458,Undirected
1604008,1230371,Undirected
1604008,1489197,Undirected
1604008,1176459,Undirected
1604008,1125782,Undirected
1604008,1534279,Undirected
1604008,2080950,Undirected
1604008,1422370,Undirected
1604008,1795742,Undirected
1604008,1640665,Undirected
1604008,2176872,Undirected
1604008,1371959,Undirected
1604008,1962196,Undirected
1604008,1291285,Undirected
1615033,2052657,Undirected
1615033,1491680,Undirected
1615033,2123100,Undirected
1615033,1486222,Undirected
1615033,1564860,Undirected
1615033,1414958,Undirected
1615033,1391306,Undirected
1615033,1078718,Undirected
1615033,1682816,Undirected
1615033,1808237,Undirected
1615033,2160816,Undirected
1615033,1481513,Undirected
1615033,1693469,Undirected
1615033,2053589,Undirected
1615033,1131979,Undirected
1615033,1420952,Undirected
1615033,1181500,Undirected
1615033,1701598,Undirected
1615033,1773686,Undirected
1615033,1687024,Undirected
1615033,1140186,Undirected
1615033,1323503,Undirected
1615033,1389612,Undirected
1351142,1156925,Undirected
1351142,1178774,Undirected
1351142,1846078,Undirected
1351142,1753775,Undirected
1351142,2114910,Undirected
1351142,1510941,Undirected
1351142,1316721,Undirected
1351142,1092657,Undirected
1351142,1040517,Undirected
1351142,2063763,Undirected
1351142,1924855,Undirected
1351142,2015689,Undirected
1351142,1801023,Undirected
1351142,2128120,Undirected
1351142,1385524,Undirected
1858092,1721523,Undirected
1858092,1726534,Undirected
1858092,1746263,Undirected
1858092,1204385,Undirected
1858092,2118121,Undirected
1858092,1363308,Undirected
1858092,1975772,Undirected
1858092,1513399,Undirected
1858092,1882708,Undirected
1858092,1868249,Undirected
1858092,1898131,Undirected
1858092,1154412,Undirected
1858092,2010805,Undirected
1858092,1627979,Undirected
1858092,2005852,Undirected
1810050,1582671,Undirected
1810050,1866678,Undirected
1810050,1802458,Undirected
1810050,1791609,Undirected
1810050,1162607,Undirected
1810050,2143747,Undirected
1810050,2140379,Undirected
1810050,1174503,Undirected
1810050,1162473,Undirected
1810050,1765998,Undirected
1810050,2021711,Undirected
1810050,1377722,Undirected
1810050,1030709,Undirected
1040517,2090907,Undirected
1040517,1703984,Undirected
1040517,1583197,Undirected
1040517,2116289,Undirected
1040517,1009782,Undirected
1040517,2060915,Undirected
1040517,2149394,Undirected
1040517,2031535,Undirected
1040517,1384601,Undirected
1040517,1648677,Undirected
1040517,2030105,Undirected
1040517,1715901,Undirected
2048772,1919773,Undirected
2048772,2016056,Undirected
2048772,1737656,Undirected
2048772,1915187,Undirected
2048772,1298937,Undirected
2048772,1170582,Undirected
2048772,1364878,Undirected
2048772,1023197,Undirected
2048772,2053589,Undirected
2048772,1013431,Undirected
2048772,1842301,Undirected
2048772,2191988,Undirected
2048772,2013164,Undirected
2048772,1450343,Undirected
2048772,1884618,Undirected
1567230,2093436,Undirected
1567230,1302878,Undirected
1567230,1606001,Undirected
1567230,1564860,Undirected
1567230,1621309,Undirected
1567230,1701713,Undirected
1567230,1282888,Undirected
1567230,1650010,Undirected
1567230,1140186,Undirected
1567230,1423862,Undirected
1567230,1010010,Undirected
