Id,Label,age,gender,friend_count,likes,likes_received
1052523,1052523,24,male,63,0,3
1008903,1008903,21,male,157,0,0
2190522,2190522,22,male,4,46,0
2098118,2098118,29,male,73,9,4
1178774,1178774,23,male,168,258,287
1712065,1712065,24,male,122,3,0
1483150,1483150,20,female,118,211,76
1140186,1140186,22,male,164,4,44
1840783,1840783,21,male,245,25,38
1820520,1820520,18,female,1983,231,711
1731818,1731818,21,female,53,82,113
1371959,1371959,28,male,61,18,95
1807697,1807697,24,female,192,29,47
2012662,2012662,23,male,197,10,11
1536503,1536503,18,male,22,1,0
1345380,1345380,26,male,244,23,45
1298937,1298937,19,female,1095,6980,10690
1902104,1902104,24,male,51,14,5
1779608,1779608,23,female,54,216,96
2116289,2116289,19,female,212,383,583
1828434,1828434,18,female,25,113,0
1351019,1351019,19,female,30,31,10
2084835,2084835,21,male,137,50,47
1933066,1933066,30,male,49,312,15
1315260,1315260,18,male,157,4261,1096
1888504,1888504,25,male,106,0,0
1801023,1801023,23,male,7,1,2
1620428,1620428,22,male,74,2,0
1292198,1292198,19,male,125,46,27
1541035,1541035,24,female,82,0,0
1346608,1346608,27,male,5,1,3
1013431,1013431,23,male,42,1,0
1291399,1291399,23,female,136,141,85
1585395,1585395,18,male,15,4,3
1815874,1815874,19,male,1647,71,66
2030598,2030598,25,male,114,1,1
2114910,2114910,25,male,170,41,26
1126482,1126482,24,female,263,391,310
1689490,1689490,28,male,25,35,0
2002497,2002497,25,female,207,5,21
1566913,1566913,19,female,198,22,15
1930830,1930830,22,male,106,57,2
1650010,1650010,24,male,52,730,491
2026878,2026878,22,female,15,42,29
1853352,1853352,21,female,119,1,0
1524799,1524799,28,female,134,6,0
1111678,1111678,20,female,76,91,101
1332134,1332134,25,female,14,0,0
1119486,1119486,24,female,564,906,433
1165464,1165464,19,male,115,0,101
1063447,1063447,23,female,202,80,80
1795742,1795742,18,male,284,22,14
1701713,1701713,30,male,30,3,1
1302878,1302878,20,female,210,38,85
1564860,1564860,23,female,56,1,2
1915187,1915187,28,male,431,166,360
2143747,2143747,24,male,219,138,192
1780755,1780755,18,female,156,12,11
1275871,1275871,23,female,18,55,3
2069630,2069630,21,male,19,25,23
2052766,2052766,18,male,52,1,0
1135231,1135231,20,female,630,165,376
1661312,1661312,23,male,0,0,0
1611414,1611414,19,female,28,111,16
1725539,1725539,19,male,160,0,0
1209878,1209878,26,male,208,2,0
1097951,1097951,24,male,128,739,966
1167405,1167405,20,female,801,260,435
2011647,2011647,25,female,904,1511,900
2081434,2081434,18,male,216,446,1
1617497,1617497,19,male,1770,272,680
1122305,1122305,21,male,59,0,0
2005852,2005852,28,male,16,1,4
1126570,1126570,25,male,9,64,61
1409260,1409260,19,male,955,3,7
1667036,1667036,28,male,49,564,57
2105059,2105059,22,male,79,40,22
1544108,1544108,19,male,351,8,4
1202455,1202455,22,male,67,1,0
1179100,1179100,25,male,25,0,0
1176459,1176459,18,male,177,12,16
1797545,1797545,19,male,75,12,22
1092657,1092657,28,male,74,130,35
1323503,1323503,26,male,47,9,6
1160275,1160275,27,male,225,53,487
1488565,1488565,25,male,24,2,1
1221977,1221977,23,male,111,2,23
1884618,1884618,30,male,113,4,20
1156325,1156325,20,male,135,76,25
1828821,1828821,21,female,4,1,1
2187005,2187005,25,male,436,78,28
1118140,1118140,21,female,256,34,50
2000324,2000324,22,male,43,13,3
1962196,1962196,21,female,94,414,27
1716953,1716953,29,male,174,27,26
1865982,1865982,19,male,237,0,0
1945632,1945632,25,female,83,53,5
1287953,1287953,23,male,66,126,72
1468478,1468478,22,female,138,154,145
1868249,1868249,18,female,296,60,56
2114374,2114374,23,male,1296,0,2
1710550,1710550,19,female,1277,935,1079
2024861,2024861,25,female,44,0,1
1198028,1198028,28,female,611,1597,1329
1621309,1621309,24,male,112,159,48
2157205,2157205,18,female,932,116,87
1447309,1447309,24,male,1,1,0
1306730,1306730,19,male,132,2,10
1896069,1896069,18,male,197,3,0
1915942,1915942,29,female,115,106,141
2011368,2011368,27,male,21,0,0
2063006,2063006,20,female,1988,7351,106025
1583197,1583197,20,female,100,4,1
1654590,1654590,22,female,681,1816,835
1398603,1398603,18,female,43,5,2
1608739,1608739,18,male,916,38,14
1152532,1152532,19,male,78,8,23
1637136,1637136,19,female,30,0,3
2128120,2128120,23,male,34,12,0
1085083,1085083,29,male,33,220,232
1108175,1108175,22,male,82,6,1
1239179,1239179,22,male,104,0,0
1391306,1391306,25,female,31,62,61
1097912,1097912,28,male,68,4,13
1015527,1015527,18,male,80,0,5
1351337,1351337,28,male,33,3,22
1376840,1376840,21,male,49,32,13
1285249,1285249,20,male,100,94,6
1858317,1858317,22,male,84,1,2
1389612,1389612,19,male,48,3,0
1080515,1080515,23,male,164,12,62
1823887,1823887,23,male,1465,396,292
1996227,1996227,19,male,254,30,0
1289129,1289129,18,female,390,157,199
1200555,1200555,21,female,349,497,168
1101420,1101420,20,male,418,140,380
1525555,1525555,25,female,114,55,11
1831481,1831481,18,male,112,171,63
1718826,1718826,18,male,43,1,0
2068096,2068096,24,male,52,0,0
1812792,1812792,23,male,152,12,7
1321655,1321655,19,female,3035,932,1904
1729215,1729215,22,female,137,0,0
1961262,1961262,22,female,398,179,188
1978005,1978005,18,male,332,97,542
1529026,1529026,20,female,238,39,30
1363308,1363308,29,female,288,3290,518
1348642,1348642,18,female,256,0,22
1426610,1426610,24,male,144,0,1
1232874,1232874,18,male,73,4,1
1204882,1204882,24,male,51,1,3
1148483,1148483,19,female,248,333,129
1195428,1195428,26,male,290,3,12
2030105,2030105,20,male,85,0,0
1882708,1882708,23,female,4,87,16
1275926,1275926,18,female,2459,2,3
1316172,1316172,20,male,744,36,11
1182139,1182139,19,male,145,863,79
1879689,1879689,21,female,28,77,86
1762520,1762520,18,male,169,50,69
1037189,1037189,23,female,13,438,143
2093276,2093276,19,male,128,7,0
1345566,1345566,18,male,338,116,141
1176054,1176054,22,male,12,0,0
1934261,1934261,28,female,25,2,9
1012292,1012292,30,male,42,1,1
1746085,1746085,21,female,2,0,0
1645235,1645235,28,male,218,16,19
1729341,1729341,21,male,2784,5177,5423
1074135,1074135,21,female,5,0,0
1890890,1890890,24,male,183,0,2
1883780,1883780,23,female,0,0,0
1230818,1230818,24,female,159,0,0
1368444,1368444,29,female,67,761,915
1497891,1497891,25,male,70,1,0
1099282,1099282,19,male,281,1,0
1910166,1910166,23,male,1,3,3
1943540,1943540,23,female,706,1273,1903
1546768,1546768,23,female,134,2,0
1685264,1685264,24,male,148,0,5
2184876,2184876,23,male,412,28,127
1956036,1956036,20,male,70,3,7
1291285,1291285,18,male,346,3,43
1104411,1104411,23,female,246,72,35
1802458,1802458,18,male,185,15,10
1748165,1748165,20,male,12,0,0
1392135,1392135,19,female,1283,2720,1430
1369164,1369164,30,male,39,2,1
1497191,1497191,19,male,405,1,2
2035160,2035160,30,male,0,0,0
1471758,1471758,23,male,65,287,172
1592498,1592498,20,male,78,22,14
1373556,1373556,30,male,32,1,8
1715901,1715901,23,female,13,23,7
2016056,2016056,22,female,42,1,5
1148138,1148138,18,female,1948,159,776
1596326,1596326,18,female,115,31,37
1611264,1611264,20,male,154,6,2
1364878,1364878,23,male,132,49,123
2176354,2176354,18,male,104,3,1
1737997,1737997,18,male,14,41,20
1491680,1491680,25,male,114,236,72
1317068,1317068,22,male,329,200,39
1362420,1362420,27,female,1,6,3
1208525,1208525,29,male,65,0,0
1638255,1638255,29,female,130,94,46
1385524,1385524,27,female,29,23,26
1281048,1281048,29,male,10,0,0
1118017,1118017,20,male,3,0,0
1662444,1662444,30,male,53,8,18
2086325,2086325,26,female,385,0,0
1904812,1904812,21,female,298,0,27
1005926,1005926,24,female,2044,1963,1809
1278254,1278254,20,male,17,3,4
1599925,1599925,21,female,327,140,113
1513399,1513399,26,female,100,11,109
1232859,1232859,22,male,44,0,0
1655347,1655347,19,male,283,107,55
2125962,2125962,18,male,27,0,1
1701804,1701804,19,female,565,2925,1115
1315037,1315037,18,male,5,0,0
1476957,1476957,25,male,19,13,14
1530331,1530331,18,female,732,48,33
1288482,1288482,22,male,14,13,15
2096524,2096524,19,male,108,4,7
1316721,1316721,27,male,112,78,118
1094834,1094834,21,male,223,42,14
2075823,2075823,29,male,500,7,65
1995593,1995593,23,male,350,85,8
1566531,1566531,25,male,8,12,5
